DESKTOP-DSDD1M6
0.100360	0.009955	0.019945	0.000000	0.000000	0.000000	0.000000	0.000941	0.003770	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.264977	-1.679300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.624424	-1.189504	0.000000	0.000000	0.000000	3.141593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.970046	-1.784257	0.000000	0.000000	0.000000	-1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.652074	-2.029155	0.000000	0.000000	0.000000	1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.310375	0.029256	0.058508	0.000000	0.000000	0.000000	0.000000	0.002759	0.011034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.217368	-1.674800	0.000000	0.000000	0.000000	0.030000	0.476086	0.045000	0.000000	0.000000	0.000000	0.300000	0.476086	0.300000	-1.600084	-1.185004	0.000000	0.000000	0.000000	3.111593	0.243403	0.045000	0.000000	0.000000	0.000000	-0.300000	-0.243403	-0.300000	-1.974546	-1.761302	0.000000	0.000000	0.000000	-1.600796	-0.045000	0.229547	0.000000	0.000000	0.000000	-0.300000	-0.229547	-0.300000	-1.647574	-2.065838	0.000000	0.000000	0.000000	1.540796	0.045000	-0.366838	0.000000	0.000000	0.000000	-0.300000	-0.366838	-0.300000	
0.480747	0.045302	0.090533	0.000000	0.000000	0.000000	0.000000	0.004271	0.017071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.170876	-1.668903	0.000000	0.000000	0.000000	0.060000	0.464924	0.058972	0.000000	0.000000	0.000000	0.300000	0.466484	0.300000	-1.577842	-1.181170	0.000000	0.000000	0.000000	3.081593	0.222418	0.038346	0.000000	0.000000	0.000000	-0.300000	-0.221168	-0.300000	-1.978436	-1.740888	0.000000	0.000000	0.000000	-1.630796	-0.038894	0.204135	0.000000	0.000000	0.000000	-0.300000	-0.202876	-0.300000	-1.644092	-2.099837	0.000000	0.000000	0.000000	1.510796	0.034818	-0.339985	0.000000	0.000000	0.000000	-0.300000	-0.338787	-0.300000	
0.580838	0.054724	0.109307	0.000000	0.000000	0.000000	0.000000	0.005159	0.020610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.125734	-1.661683	0.000000	0.000000	0.000000	0.090000	0.451418	0.072199	0.000000	0.000000	0.000000	0.300000	0.454935	0.300000	-1.557641	-1.177875	0.000000	0.000000	0.000000	3.051593	0.202011	0.032946	0.000000	0.000000	0.000000	-0.300000	-0.199672	-0.300000	-1.981861	-1.722868	0.000000	0.000000	0.000000	-1.660796	-0.034256	0.180199	0.000000	0.000000	0.000000	-0.300000	-0.177821	-0.300000	-1.641465	-2.131160	0.000000	0.000000	0.000000	1.480796	0.026265	-0.313228	0.000000	0.000000	0.000000	-0.300000	-0.311089	-0.300000	
0.680914	0.064139	0.128035	0.000000	0.000000	0.000000	0.000000	0.006047	0.024139	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.082179	-1.653234	0.000000	0.000000	0.000000	0.120000	0.435552	0.084489	0.000000	0.000000	0.000000	0.300000	0.441383	0.300000	-1.539420	-1.175001	0.000000	0.000000	0.000000	3.021593	0.182206	0.028740	0.000000	0.000000	0.000000	-0.300000	-0.178886	-0.300000	-1.984957	-1.707102	0.000000	0.000000	0.000000	-1.690796	-0.030955	0.157662	0.000000	0.000000	0.000000	-0.300000	-0.154241	-0.300000	-1.639538	-2.159867	0.000000	0.000000	0.000000	1.450796	0.019277	-0.287070	0.000000	0.000000	0.000000	-0.300000	-0.284175	-0.300000	
0.780999	0.073550	0.146724	0.000000	0.000000	0.000000	0.000000	0.006934	0.027663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.040422	-1.643667	0.000000	0.000000	0.000000	0.150000	0.417566	0.095676	0.000000	0.000000	0.000000	0.300000	0.426017	0.300000	-1.523098	-1.172437	0.000000	0.000000	0.000000	2.991593	0.163224	0.025645	0.000000	0.000000	0.000000	-0.300000	-0.158980	-0.300000	-1.987839	-1.693412	0.000000	0.000000	0.000000	-1.720796	-0.028819	0.136899	0.000000	0.000000	0.000000	-0.300000	-0.132465	-0.300000	-1.638159	-2.186019	0.000000	0.000000	0.000000	1.420796	0.013791	-0.261530	0.000000	0.000000	0.000000	-0.300000	-0.257998	-0.300000	
0.881074	0.082952	0.165353	0.000000	0.000000	0.000000	0.000000	0.007820	0.031174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.000654	-1.633105	0.000000	0.000000	0.000000	0.180000	0.397688	0.105616	0.000000	0.000000	0.000000	0.300000	0.409005	0.300000	-1.508587	-1.170079	0.000000	0.000000	0.000000	2.961593	0.145112	0.023580	0.000000	0.000000	0.000000	-0.300000	-0.139959	-0.300000	-1.990607	-1.681621	0.000000	0.000000	0.000000	-1.750796	-0.027690	0.117917	0.000000	0.000000	0.000000	-0.300000	-0.112455	-0.300000	-1.637187	-2.209703	0.000000	0.000000	0.000000	1.390796	0.009717	-0.236832	0.000000	0.000000	0.000000	-0.300000	-0.232720	-0.300000	
0.981162	0.092349	0.183929	0.000000	0.000000	0.000000	0.000000	0.008705	0.034675	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.962855	-1.622661	0.000000	0.000000	0.000000	0.203388	0.377981	0.104440	0.000000	0.000000	0.000000	0.233883	0.390572	0.233883	-1.495796	-1.167832	0.000000	0.000000	0.000000	2.931593	0.127908	0.022464	0.000000	0.000000	0.000000	-0.300000	-0.121819	-0.300000	-1.993349	-1.671552	0.000000	0.000000	0.000000	-1.780796	-0.027417	0.100687	0.000000	0.000000	0.000000	-0.300000	-0.094152	-0.300000	-1.636492	-2.231018	0.000000	0.000000	0.000000	1.360796	0.006952	-0.213149	0.000000	0.000000	0.000000	-0.300000	-0.208461	-0.300000	
1.081244	0.101737	0.202438	0.000000	0.000000	0.000000	0.000000	0.009590	0.038164	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.929575	-1.620392	0.000000	0.000000	0.000000	0.173388	0.332802	0.022690	0.000000	0.000000	0.000000	-0.300000	0.330526	-0.300000	-1.484632	-1.165611	0.000000	0.000000	0.000000	2.901593	0.111634	0.022217	0.000000	0.000000	0.000000	-0.300000	-0.104551	-0.300000	-1.996135	-1.663036	0.000000	0.000000	0.000000	-1.810796	-0.027861	0.085156	0.000000	0.000000	0.000000	-0.300000	-0.077477	-0.300000	-1.635953	-2.250078	0.000000	0.000000	0.000000	1.330796	0.005385	-0.190606	0.000000	0.000000	0.000000	-0.300000	-0.185296	-0.300000	
1.181323	0.111116	0.220877	0.000000	0.000000	0.000000	0.000000	0.010474	0.041640	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.897489	-1.619341	0.000000	0.000000	0.000000	0.143388	0.320860	0.010513	0.000000	0.000000	0.000000	-0.300000	0.317863	-0.300000	-1.475002	-1.163335	0.000000	0.000000	0.000000	2.871593	0.096307	0.022760	0.000000	0.000000	0.000000	-0.300000	-0.088136	-0.300000	-1.999024	-1.655911	0.000000	0.000000	0.000000	-1.840796	-0.028892	0.071250	0.000000	0.000000	0.000000	-0.300000	-0.062341	-0.300000	-1.635463	-2.267007	0.000000	0.000000	0.000000	1.300796	0.004900	-0.169288	0.000000	0.000000	0.000000	-0.300000	-0.163271	-0.300000	
